transaction_id,store_id,cashier_id,product_id,product_category,unit_price,quantity,transaction_time,customer_age,loyalty_member,payment_method,discount,total_amount
T105753,S37,C232,P303,Clothing,74.62,8,2024-12-06 03:33:22.561658,31,Yes,Credit Card,26.62,438.05
T105754,S3,C344,P373,Snacks,373.34,2,2025-03-30 05:01:44.823129,34,No,Credit Card,4.87,710.32
T105755,S22,C234,P469,Electronics,288.99,9,2023-11-03 01:12:39.328701,24,No,Mobile Wallet,11.39,2304.67
T105756,S17,C45,P190,Household,175.17,9,2024-09-29 12:55:26.207114,71,No,Credit Card,2.63,1535.07
T105757,S13,C276,P889,Electronics,372.95,5,2024-06-19 00:50:06.660517,38,No,Debit Card,15.91,1568.07
T105758,S5,C255,P318,Beverages,34.97,1,2024-11-06 02:50:49.532990,44,No,Credit Card,17.54,28.84
T105759,S41,C191,P315,Beverages,430.59,6,2025-04-10 18:12:30.706590,49,No,UPI,1.32,2549.44
T105760,S29,C366,P835,Electronics,196.33,1,2024-10-08 17:21:31.500073,73,Yes,UPI,29.29,138.82
T105761,S36,C365,P957,Household,17.3,6,2025-03-30 09:38:59.023155,45,Yes,Cash,27.94,74.8
T105762,S33,C183,P261,Electronics,171.01,8,2025-08-17 10:18:50.544670,53,No,Credit Card,25.88,1014.02
T105763,S26,C359,P775,Grocery,155.84,10,2024-08-29 07:08:58.404896,52,No,Credit Card,22.69,1204.8
T105764,S21,C125,P5,Snacks,99.25,7,2025-06-20 16:44:50.575167,27,No,Debit Card,6.23,651.47
T105765,S33,C260,P176,Personal Care,259.12,1,2024-02-22 01:13:11.625208,52,Yes,Cash,27.09,188.92
T105766,S42,C170,P856,Personal Care,474.58,2,2024-09-01 04:27:05.296560,46,Yes,UPI,7.94,873.8
T105767,S7,C299,P38,Beverages,239.99,6,2024-04-25 17:13:29.667305,19,No,UPI,23.23,1105.44
T105768,S3,C224,P976,Electronics,453.37,9,2025-01-06 12:05:58.552787,39,No,Debit Card,17.91,3349.54
T105769,S42,C239,P967,Electronics,379.96,8,2023-09-19 10:08:49.514005,64,Yes,Mobile Wallet,20.0,2431.74
T105770,S2,C223,P507,Personal Care,328.1,3,2024-10-18 12:42:42.026182,44,No,Credit Card,22.76,760.27
T105771,S24,C143,P869,Beverages,490.41,2,2023-10-11 16:24:25.925128,41,No,Credit Card,19.38,790.74
T105772,S28,C108,P593,Grocery,265.13,4,2025-02-12 06:42:11.133646,72,No,Cash,17.54,874.5
T105773,S42,C382,P323,Electronics,222.97,8,2025-06-30 00:17:34.642947,21,Yes,Credit Card,9.61,1612.34
T105774,S20,C38,P613,Personal Care,107.91,6,2025-02-07 08:06:10.129163,27,No,UPI,13.44,560.44
T105775,S36,C7,P872,Beverages,189.13,6,2025-09-10 23:38:58.184176,22,Yes,Credit Card,22.09,884.11
T105776,S23,C399,P909,Electronics,449.54,8,2024-12-11 20:41:55.689382,51,No,Mobile Wallet,26.06,2659.12
T105777,S11,C385,P945,Personal Care,367.19,8,2025-06-01 13:58:10.403391,25,Yes,Mobile Wallet,16.61,2449.6
T105778,S19,C356,P949,Electronics,392.15,4,2024-10-31 20:18:51.785281,59,Yes,Credit Card,5.32,1485.15
T105779,S24,C273,P791,Household,90.65,10,2025-01-12 14:31:32.414671,18,No,UPI,4.43,866.34
T105780,S3,C442,P314,Grocery,165.96,6,2025-08-13 12:36:59.116167,65,Yes,UPI,5.35,942.49
T105781,S30,C116,P560,Personal Care,288.46,6,2024-05-05 23:21:13.594893,60,Yes,UPI,15.21,1467.51
T105782,S19,C198,P265,Household,9.15,6,2024-08-10 16:39:18.745747,32,No,UPI,1.1,54.3
T105783,S12,C6,P790,Personal Care,159.42,8,2024-07-06 17:04:31.318246,71,No,Mobile Wallet,10.41,1142.6
T105784,S19,C201,P110,Grocery,283.51,4,2025-06-11 22:26:20.991675,70,No,Credit Card,14.22,972.78
T105785,S23,C335,P638,Snacks,70.57,5,2024-05-20 00:38:39.291421,46,No,Credit Card,5.28,334.22
T105786,S37,C465,P821,Personal Care,275.8,7,2024-01-23 06:29:45.137447,17,No,Credit Card,9.49,1747.39
T105787,S5,C446,P794,Grocery,423.59,7,2024-07-28 21:14:54.174880,37,No,Credit Card,7.77,2734.74
T105788,S13,C339,P683,Clothing,399.68,7,2025-08-06 09:36:08.776997,72,Yes,Credit Card,0.65,2779.57
T105789,S19,C323,P190,Clothing,405.36,7,2024-11-30 08:16:53.341526,74,Yes,Debit Card,16.07,2381.53
T105790,S30,C110,P110,Snacks,211.33,2,2025-01-16 20:55:59.028316,72,No,Mobile Wallet,21.5,331.79
T105791,S11,C423,P775,Clothing,441.06,4,2025-01-12 21:23:25.579439,20,No,Credit Card,22.54,1366.58
T105792,S39,C107,P178,Electronics,241.43,3,2023-10-07 10:27:57.920375,47,Yes,Mobile Wallet,26.95,529.09
T105793,S31,C470,P606,Household,166.45,9,2023-12-15 22:35:03.446270,61,No,Cash,22.11,1166.83
T105794,S5,C252,P964,Grocery,156.86,7,2024-03-15 18:09:06.738280,60,Yes,Credit Card,18.71,892.58
T105795,S38,C435,P564,Personal Care,26.21,7,2024-12-11 13:59:20.162458,45,No,UPI,7.87,169.03
T105796,S37,C81,P822,Household,95.21,3,2024-08-03 17:12:32.642318,35,No,UPI,10.5,255.64
T105797,S39,C368,P922,Electronics,182.27,1,2024-07-06 02:36:33.138611,70,Yes,Cash,15.39,154.22
T105798,S27,C108,P584,Clothing,218.05,8,2024-04-07 18:28:19.029052,64,No,Debit Card,8.98,1587.75
T105799,S47,C293,P379,Personal Care,207.37,6,2025-04-11 09:52:03.560886,41,No,Debit Card,7.4,1152.15
T105800,S1,C92,P437,Beverages,98.05,1,2024-02-04 22:00:00.998058,49,Yes,Cash,17.59,80.8
T105801,S12,C170,P699,Snacks,267.48,1,2024-03-01 22:56:22.763603,41,No,UPI,28.52,191.19
T105802,S16,C55,P135,Personal Care,12.06,5,2023-10-27 01:36:40.908694,18,No,UPI,20.94,47.67
T105803,S25,C260,P680,Snacks,223.36,1,2025-05-13 08:13:40.652454,17,Yes,Debit Card,15.65,188.4
T105804,S34,C426,P26,Personal Care,359.55,7,2025-08-26 03:47:14.084369,55,Yes,Debit Card,24.0,1912.81
T105805,S19,C48,P559,Beverages,29.15,8,2025-07-15 19:09:26.559861,20,No,Mobile Wallet,14.9,198.45
T105806,S26,C81,P859,Household,358.83,2,2023-10-13 14:53:52.157837,31,No,UPI,28.58,512.55
T105807,S32,C438,P859,Electronics,284.98,1,2025-03-17 11:19:01.959674,28,No,UPI,24.37,215.53
T105808,S36,C359,P789,Electronics,11.46,2,2024-09-20 15:11:13.010243,21,Yes,Cash,13.25,19.88
T105809,S19,C488,P852,Grocery,330.67,4,2025-02-18 14:34:10.049577,72,Yes,Debit Card,15.04,1123.75
T105810,S46,C4,P258,Beverages,122.1,5,2024-02-09 09:44:43.484573,36,No,Debit Card,23.91,464.53
T105811,S50,C3,P434,Personal Care,318.58,6,2025-01-06 22:18:00.547251,70,No,Cash,3.95,1835.98
T105812,S25,C410,P850,Electronics,31.84,4,2024-09-30 13:56:00.331602,55,No,Credit Card,6.2,119.46
T105813,S48,C33,P900,Household,194.01,8,2023-11-28 13:03:56.235392,28,Yes,Cash,3.22,1502.1
T105814,S26,C292,P798,Grocery,402.31,6,2024-03-09 10:59:21.215868,23,No,UPI,15.67,2035.61
T105815,S34,C262,P197,Snacks,487.48,1,2025-08-04 16:34:55.775185,45,Yes,Debit Card,27.4,353.91
T105816,S18,C66,P569,Household,197.67,1,2025-01-18 01:20:29.657072,63,No,Credit Card,10.8,176.32
T105817,S28,C487,P761,Beverages,282.33,6,2023-12-09 02:13:47.882488,27,Yes,Credit Card,28.19,1216.45
T105818,S25,C39,P734,Household,88.35,5,2024-09-24 14:20:16.162642,22,Yes,Cash,21.44,347.04
T105819,S9,C277,P289,Personal Care,291.52,9,2025-05-06 10:29:50.315341,34,No,Cash,3.15,2541.03
T105820,S47,C483,P423,Snacks,459.97,10,2025-06-02 01:02:15.149265,26,No,Debit Card,28.76,3276.83
T105821,S19,C137,P599,Clothing,366.97,10,2025-08-04 00:00:57.507031,31,No,Debit Card,11.9,3233.01
T105822,S17,C47,P892,Snacks,102.15,9,2024-12-19 12:56:16.823409,62,No,Mobile Wallet,7.79,847.73
T105823,S34,C399,P853,Personal Care,245.06,4,2024-11-13 22:07:16.539921,54,No,Cash,14.62,836.93
T105824,S38,C27,P627,Beverages,253.35,2,2023-11-18 21:35:46.566720,30,Yes,Credit Card,17.78,416.61
T105825,S25,C412,P520,Grocery,126.61,7,2024-06-13 23:26:33.864969,50,Yes,Debit Card,0.4,882.72
T105826,S18,C1,P457,Household,354.59,6,2025-05-24 15:19:39.803009,32,No,Cash,21.22,1676.08
T105827,S37,C269,P724,Household,311.64,7,2025-05-29 06:55:56.065188,61,No,Credit Card,3.53,2104.47
T105828,S20,C425,P730,Beverages,267.95,8,2024-06-09 04:56:15.247541,40,Yes,Mobile Wallet,24.85,1610.92
T105829,S42,C149,P764,Beverages,397.94,1,2025-06-30 06:58:29.665571,39,Yes,Debit Card,14.29,341.07
T105830,S45,C34,P343,Electronics,16.73,7,2023-10-17 19:31:52.868242,74,No,Cash,5.26,110.95
T105831,S49,C466,P339,Electronics,71.95,7,2024-04-26 03:34:21.445302,22,Yes,Cash,1.2,497.61
T105832,S41,C395,P208,Personal Care,301.94,3,2025-06-01 14:25:18.540244,68,No,Debit Card,11.59,800.84
T105833,S47,C345,P41,Electronics,332.96,5,2025-05-24 09:49:34.364636,71,No,UPI,26.97,1215.8
T105834,S49,C291,P350,Grocery,183.14,7,2025-07-21 21:10:28.275346,17,Yes,UPI,20.14,1023.79
T105835,S10,C240,P86,Household,205.62,10,2025-06-12 06:46:06.065843,52,Yes,UPI,7.67,1898.49
T105836,S46,C309,P58,Snacks,405.39,2,2023-11-21 17:57:34.722360,27,No,Mobile Wallet,28.76,577.6
T105837,S46,C345,P672,Beverages,364.4,7,2024-02-25 02:26:37.744252,62,No,Cash,29.13,1807.75
T105838,S3,C310,P60,Personal Care,120.14,10,2023-12-27 16:37:14.229423,64,Yes,Debit Card,19.13,971.57
T105839,S41,C428,P738,Personal Care,35.49,8,2025-03-01 10:22:05.371547,33,Yes,UPI,20.96,224.41
T105840,S13,C294,P217,Clothing,470.2,2,2025-04-07 20:29:03.977677,20,No,Cash,17.52,775.64
T105841,S38,C453,P640,Household,315.49,8,2025-09-01 03:28:17.247979,72,Yes,Debit Card,8.93,2298.53
T105842,S3,C309,P382,Electronics,219.27,10,2024-10-02 09:01:17.887527,26,Yes,Mobile Wallet,5.14,2080.0
T105843,S22,C118,P508,Grocery,439.49,7,2024-11-18 16:02:16.687107,27,No,UPI,4.74,2930.61
T105844,S45,C179,P122,Clothing,135.49,1,2023-10-31 01:42:41.328604,28,Yes,Mobile Wallet,3.44,130.83
T105845,S41,C369,P171,Electronics,480.3,5,2024-03-27 08:04:10.416121,44,Yes,UPI,12.72,2096.03
T105846,S28,C146,P229,Household,491.65,2,2023-09-26 06:41:10.338228,21,No,UPI,18.18,804.54
T105847,S36,C110,P491,Personal Care,230.86,1,2023-11-17 13:35:35.210551,17,No,Debit Card,19.27,186.37
T105848,S20,C392,P890,Personal Care,142.38,2,2023-09-19 12:23:22.387908,16,Yes,Cash,21.61,223.22
T105849,S23,C37,P637,Beverages,65.19,7,2024-02-27 07:02:29.877240,75,Yes,Debit Card,23.3,350.01
T105850,S39,C216,P717,Beverages,383.43,4,2024-04-08 17:23:19.309511,44,Yes,UPI,20.19,1224.06
T105851,S8,C409,P125,Personal Care,177.28,10,2023-09-19 23:03:28.930877,25,Yes,Credit Card,14.41,1517.34
T105852,S34,C312,P87,Electronics,205.72,1,2025-03-08 21:21:37.399130,20,No,Mobile Wallet,6.97,191.38
T105853,S31,C319,P573,Beverages,104.93,8,2023-12-15 07:13:08.975781,21,Yes,Credit Card,19.78,673.4
T105854,S21,C365,P121,Personal Care,455.87,1,2023-11-17 23:21:04.929125,26,Yes,Debit Card,4.84,433.81
T105855,S45,C98,P513,Clothing,135.98,3,2023-11-01 01:21:20.003248,56,Yes,Debit Card,21.11,321.82
T105856,S47,C266,P946,Personal Care,381.09,3,2024-02-14 20:51:29.329144,63,Yes,Cash,0.14,1141.67
T105857,S9,C378,P622,Snacks,204.09,5,2025-04-23 05:37:42.467152,41,Yes,UPI,26.19,753.19
T105858,S29,C102,P997,Electronics,259.67,2,2025-04-12 06:03:14.017208,40,No,Mobile Wallet,24.05,394.44
T105859,S28,C298,P487,Beverages,81.74,10,2025-06-20 11:46:12.498040,17,Yes,Cash,9.74,737.79
T105860,S18,C15,P617,Clothing,384.36,8,2024-09-22 19:04:41.361639,36,Yes,Mobile Wallet,22.48,2383.65
T105861,S12,C376,P90,Electronics,138.33,1,2024-11-03 18:02:03.933702,51,No,Debit Card,4.6,131.97
T105862,S1,C95,P399,Beverages,261.94,6,2024-04-07 04:21:55.875890,35,Yes,Mobile Wallet,2.03,1539.74
T105863,S29,C489,P507,Electronics,499.7,5,2024-01-02 19:50:15.040263,58,Yes,Cash,11.79,2203.93
T105864,S31,C114,P822,Clothing,40.19,3,2024-07-25 10:23:32.672603,44,Yes,Mobile Wallet,5.44,114.01
T105865,S7,C208,P150,Household,490.4,10,2024-02-06 14:54:51.389836,53,No,Debit Card,1.93,4809.35
T105866,S17,C451,P37,Household,437.8,3,2024-04-06 05:07:36.449803,30,Yes,Credit Card,3.56,1266.64
T105867,S6,C387,P268,Grocery,141.45,9,2025-04-29 18:38:19.357547,34,Yes,UPI,19.96,1018.95
T105868,S22,C77,P490,Personal Care,330.33,3,2025-01-19 17:01:28.434639,53,No,Cash,25.5,738.29
T105869,S3,C125,P322,Electronics,93.8,5,2024-11-26 10:49:23.053588,20,No,Credit Card,15.73,395.23
T105870,S15,C33,P776,Personal Care,234.69,3,2024-08-17 20:49:59.221776,66,No,Cash,15.41,595.57
T105871,S24,C50,P643,Clothing,189.63,9,2025-08-02 06:44:47.143477,61,Yes,Credit Card,5.86,1606.66
T105872,S1,C166,P646,Household,75.89,2,2024-12-03 10:00:56.349453,17,No,Mobile Wallet,29.53,106.96
T105873,S15,C414,P298,Snacks,143.71,6,2025-06-08 22:18:00.275520,68,Yes,Credit Card,4.31,825.1
T105874,S1,C417,P602,Electronics,261.47,10,2024-07-15 01:40:27.180446,59,Yes,Credit Card,29.38,1846.5
T105875,S19,C31,P161,Household,291.1,5,2025-08-20 08:56:20.463430,46,Yes,Debit Card,12.61,1271.96
T105876,S1,C470,P546,Grocery,357.0,9,2024-05-29 11:17:13.591008,24,No,Debit Card,14.92,2733.62
T105877,S36,C483,P122,Grocery,192.87,3,2024-06-02 02:45:52.556616,44,No,UPI,7.15,537.24
T105878,S19,C489,P913,Electronics,480.63,2,2025-01-29 12:22:46.207578,55,Yes,UPI,2.98,932.61
T105879,S24,C26,P714,Clothing,171.61,7,2024-09-06 15:58:41.348086,37,Yes,Debit Card,11.49,1063.24
T105880,S12,C464,P289,Electronics,288.15,5,2024-09-23 12:21:18.398297,24,No,Mobile Wallet,27.13,1049.87
T105881,S47,C19,P106,Grocery,302.12,3,2023-11-22 05:05:35.754061,53,Yes,Credit Card,14.92,771.13
T105882,S5,C318,P416,Grocery,146.32,8,2024-06-04 14:00:11.494418,28,Yes,Cash,3.19,1133.22
T105883,S34,C387,P353,Snacks,270.59,9,2023-10-26 17:44:55.665705,30,Yes,UPI,29.09,1726.88
T105884,S49,C494,P207,Grocery,142.76,4,2024-04-25 09:24:14.694346,68,Yes,UPI,10.68,510.05
T105885,S31,C236,P736,Beverages,13.9,10,2025-08-18 15:16:26.649869,29,No,Credit Card,6.22,130.35
T105886,S50,C290,P931,Electronics,339.58,4,2024-10-02 19:59:29.330754,17,Yes,Mobile Wallet,19.2,1097.52
T105887,S28,C4,P26,Personal Care,367.39,2,2024-05-15 09:16:58.659715,30,Yes,UPI,7.77,677.69
T105888,S10,C6,P743,Electronics,2.52,1,2025-01-26 08:46:21.631927,50,Yes,Debit Card,17.66,2.07
T105889,S49,C43,P276,Grocery,17.23,6,2024-04-22 17:19:31.166319,23,Yes,Mobile Wallet,18.3,84.46
T105890,S15,C191,P8,Clothing,259.13,4,2025-09-07 23:41:24.950572,66,No,Mobile Wallet,7.88,954.84
T105891,S36,C248,P278,Household,11.34,10,2025-01-09 15:52:17.865977,72,No,Cash,24.65,85.45
T105892,S39,C422,P505,Snacks,414.73,6,2024-05-21 06:38:32.067542,74,Yes,UPI,4.35,2380.14
T105893,S29,C146,P195,Clothing,34.6,9,2024-09-30 14:01:34.632025,46,No,Debit Card,24.06,236.48
T105894,S46,C474,P604,Household,243.79,7,2024-08-27 23:24:58.052034,25,No,Cash,9.72,1540.66
T105895,S45,C342,P227,Personal Care,277.73,5,2024-10-04 20:41:30.733600,72,No,Credit Card,11.74,1225.62
T105896,S16,C326,P212,Electronics,363.07,6,2024-05-15 10:11:41.815095,21,Yes,Credit Card,29.07,1545.15
T105897,S12,C200,P783,Personal Care,322.79,8,2024-06-02 21:01:40.768740,60,No,Debit Card,21.83,2018.6
T105898,S40,C32,P84,Beverages,370.71,3,2023-10-19 16:14:27.739530,19,Yes,Credit Card,9.47,1006.81
T105899,S20,C336,P198,Clothing,289.76,2,2023-12-08 20:58:41.300963,74,Yes,Mobile Wallet,6.73,540.52
T105900,S28,C167,P473,Electronics,143.71,1,2024-06-17 05:11:52.336119,38,No,UPI,20.46,114.31
T105901,S5,C168,P476,Grocery,113.47,10,2024-04-27 17:39:18.392880,26,Yes,UPI,7.75,1046.76
T105902,S42,C405,P656,Beverages,192.9,8,2023-10-13 20:50:47.705732,40,No,UPI,9.08,1403.08
T105903,S46,C227,P803,Snacks,469.99,7,2024-06-20 04:05:09.444305,49,No,Cash,18.04,2696.43
T105904,S30,C120,P902,Electronics,274.15,5,2023-11-11 04:46:10.291345,32,Yes,Cash,28.31,982.69
T105905,S42,C93,P561,Clothing,456.13,5,2024-08-29 12:53:56.299273,18,No,UPI,2.91,2214.28
T105906,S32,C23,P633,Grocery,273.48,9,2024-06-24 12:22:46.942706,31,Yes,Cash,8.88,2242.75
T105907,S32,C409,P80,Beverages,132.76,9,2024-04-19 03:12:35.822332,56,Yes,Credit Card,26.41,879.28
T105908,S30,C258,P90,Electronics,325.22,5,2023-10-12 15:40:56.233796,46,Yes,Cash,8.83,1482.52
T105909,S47,C43,P378,Clothing,362.28,9,2024-05-07 21:45:12.852996,36,No,UPI,11.62,2881.65
T105910,S7,C211,P987,Snacks,207.77,9,2024-10-17 23:54:53.852096,75,Yes,Mobile Wallet,7.01,1738.85
T105911,S18,C115,P300,Beverages,226.66,9,2024-11-02 06:56:07.905138,27,No,Credit Card,12.07,1793.72
T105912,S46,C204,P837,Beverages,274.39,1,2024-07-16 00:07:17.705464,50,No,Debit Card,19.85,219.92
T105913,S6,C53,P717,Beverages,458.98,1,2025-08-28 01:41:18.013425,23,Yes,Credit Card,22.38,356.26
T105914,S13,C328,P750,Personal Care,6.47,3,2025-07-22 09:31:08.018328,33,Yes,Debit Card,15.66,16.37
T105915,S11,C474,P225,Beverages,252.94,7,2023-10-25 22:48:31.538522,50,Yes,Credit Card,27.75,1279.24
T105916,S30,C476,P950,Household,416.62,3,2023-10-01 21:58:10.990257,27,No,Credit Card,11.06,1111.63
T105917,S20,C220,P533,Snacks,195.18,2,2025-08-24 05:12:38.709652,48,No,UPI,12.38,342.03
T105918,S17,C214,P81,Snacks,218.86,2,2025-05-27 02:13:19.273821,51,No,Cash,23.78,333.63
T105919,S21,C151,P289,Electronics,225.12,4,2024-08-12 20:11:42.636841,58,Yes,Debit Card,14.08,773.69
T105920,S41,C324,P288,Grocery,23.83,8,2024-11-21 18:23:26.177626,51,No,Mobile Wallet,15.67,160.77
T105921,S10,C170,P278,Electronics,387.35,8,2023-12-04 12:04:54.500290,68,Yes,Credit Card,15.97,2603.92
T105922,S47,C135,P127,Beverages,338.75,1,2024-11-07 09:38:52.323936,49,Yes,Cash,8.46,310.09
T105923,S25,C454,P979,Beverages,243.88,5,2024-12-01 16:02:06.332504,61,Yes,Cash,5.83,1148.31
T105924,S27,C376,P794,Snacks,25.8,6,2025-08-13 18:29:23.086754,46,Yes,Mobile Wallet,21.82,121.02
T105925,S26,C490,P213,Beverages,343.93,6,2024-05-05 13:19:06.932483,56,No,Credit Card,10.22,1852.68
T105926,S42,C242,P78,Personal Care,332.74,6,2024-03-25 17:58:17.341328,61,Yes,UPI,16.19,1673.22
T105927,S34,C449,P579,Personal Care,410.95,10,2024-08-18 19:24:05.496311,72,Yes,Cash,7.62,3796.36
T105928,S29,C300,P489,Electronics,305.54,9,2023-12-03 06:04:53.389656,50,Yes,Debit Card,14.41,2353.61
T105929,S45,C490,P693,Snacks,4.38,8,2024-08-05 14:01:55.143939,24,Yes,Cash,0.92,34.72
T105930,S10,C499,P153,Electronics,174.24,8,2024-09-30 01:39:47.594647,51,Yes,Credit Card,25.13,1043.63
T105931,S19,C386,P65,Household,86.63,4,2025-07-03 15:25:21.236874,60,Yes,Debit Card,16.95,287.78
T105932,S47,C452,P391,Beverages,323.7,10,2024-05-06 21:24:07.817808,16,Yes,Cash,8.03,2977.07
T105933,S9,C137,P331,Household,90.0,3,2024-11-19 01:02:44.747285,37,Yes,UPI,16.15,226.4
T105934,S33,C1,P386,Personal Care,457.89,4,2025-05-29 15:20:25.967262,43,Yes,UPI,5.48,1731.19
T105935,S29,C290,P237,Beverages,46.83,8,2024-02-02 18:31:39.499533,66,No,Cash,27.92,270.04
T105936,S15,C275,P908,Household,424.14,7,2024-04-06 05:53:37.146496,33,No,Debit Card,17.1,2461.28
T105937,S41,C469,P845,Beverages,212.54,7,2025-02-11 23:34:53.780113,60,Yes,UPI,22.31,1155.86
T105938,S42,C151,P307,Clothing,81.63,2,2025-06-23 00:08:09.697175,64,Yes,Cash,5.52,154.25
T105939,S8,C31,P116,Personal Care,294.06,7,2024-09-03 05:30:55.138448,29,Yes,Cash,1.36,2030.43
T105940,S36,C269,P545,Snacks,182.76,3,2024-09-14 09:43:57.671331,31,No,Credit Card,22.02,427.55
T105941,S14,C402,P33,Clothing,409.78,3,2024-05-28 01:45:58.118659,45,Yes,UPI,1.77,1207.58
T105942,S8,C343,P456,Clothing,320.37,8,2024-11-02 06:41:00.947174,62,Yes,Credit Card,22.38,1989.37
T105943,S44,C83,P214,Household,399.95,1,2023-12-17 11:14:27.977610,65,No,Cash,17.32,330.68
T105944,S4,C390,P173,Personal Care,322.89,5,2024-10-25 17:06:58.706181,28,Yes,Mobile Wallet,18.9,1309.32
T105945,S33,C41,P454,Beverages,275.59,8,2025-05-31 06:31:18.020329,23,No,Cash,0.52,2193.26
T105946,S37,C442,P136,Personal Care,223.91,10,2024-01-17 16:19:55.541359,62,No,Mobile Wallet,10.17,2011.38
T105947,S28,C450,P426,Electronics,302.57,6,2024-11-08 14:17:12.792863,71,Yes,Credit Card,4.92,1726.1
T105948,S49,C42,P573,Snacks,65.59,2,2025-03-12 06:40:13.395705,20,Yes,Debit Card,22.94,101.09
T105949,S19,C409,P451,Beverages,3.77,4,2024-09-19 20:33:01.920250,67,No,UPI,20.57,11.98
T105950,S1,C40,P343,Electronics,173.98,2,2025-03-10 10:45:19.483155,17,No,Mobile Wallet,23.23,267.13
T105951,S26,C8,P900,Grocery,166.31,5,2025-02-18 12:10:44.594719,63,Yes,Mobile Wallet,28.1,597.88
T105952,S32,C20,P531,Beverages,61.9,9,2025-01-26 21:24:03.935326,56,No,UPI,4.75,530.64
T105953,S17,C441,P417,Personal Care,64.3,9,2024-07-20 01:50:29.395707,42,No,Cash,20.94,457.52
T105954,S48,C259,P840,Beverages,384.22,8,2023-12-07 16:02:36.007269,43,Yes,Cash,4.33,2940.67
T105955,S14,C354,P695,Grocery,199.63,6,2025-01-28 22:18:41.277235,26,No,Mobile Wallet,27.44,869.11
T105956,S47,C74,P444,Electronics,48.51,5,2024-08-27 12:09:40.813515,71,No,Mobile Wallet,23.5,185.55
T105957,S42,C443,P2,Snacks,287.6,10,2024-11-13 07:13:38.337125,36,No,Credit Card,8.58,2629.24
T105958,S14,C172,P775,Snacks,90.57,5,2024-01-30 18:43:10.601847,73,Yes,Debit Card,3.15,438.59
T105959,S50,C290,P971,Beverages,424.82,9,2025-02-10 14:00:38.362553,36,Yes,Cash,6.28,3583.27
T105960,S43,C250,P829,Personal Care,140.39,3,2025-03-11 07:51:08.949071,35,No,Cash,6.86,392.28
T105961,S36,C377,P445,Electronics,424.29,9,2024-08-02 22:17:46.621071,74,Yes,Cash,6.65,3564.67
T105962,S14,C52,P491,Beverages,23.32,8,2024-11-26 03:38:56.755704,34,Yes,Mobile Wallet,3.65,179.75
T105963,S15,C133,P995,Electronics,130.24,4,2025-01-29 09:02:37.861626,48,No,Credit Card,1.1,515.23
T105964,S30,C254,P153,Beverages,497.38,1,2024-08-24 19:24:33.426007,18,No,Debit Card,6.95,462.81
T105965,S27,C500,P861,Clothing,29.81,4,2024-08-28 12:58:02.223123,29,Yes,Debit Card,3.58,114.97
T105966,S28,C402,P196,Beverages,135.96,8,2025-03-04 06:36:47.403468,19,No,Mobile Wallet,15.49,919.2
T105967,S33,C213,P40,Household,482.56,2,2024-05-04 11:42:02.599933,68,No,Debit Card,24.94,724.42
T105968,S2,C460,P316,Electronics,294.07,10,2024-05-24 09:09:40.181499,40,No,Cash,19.42,2369.62
T105969,S36,C214,P510,Beverages,475.12,9,2025-02-10 08:51:21.801915,25,Yes,Cash,10.34,3833.93
T105970,S37,C248,P316,Electronics,295.77,5,2024-10-03 03:03:53.787909,38,Yes,Debit Card,15.99,1242.38
T105971,S33,C284,P932,Snacks,10.94,6,2024-02-11 05:08:24.518973,19,No,Mobile Wallet,29.74,46.12
T105972,S19,C201,P240,Personal Care,177.37,10,2025-07-07 03:20:42.354693,17,Yes,UPI,26.74,1299.41
T105973,S33,C280,P761,Grocery,499.35,10,2025-07-02 18:54:58.836568,72,No,Cash,0.39,4974.03
T105974,S3,C342,P909,Clothing,63.5,3,2024-12-10 02:40:34.429729,38,Yes,Mobile Wallet,5.8,179.45
T105975,S35,C394,P59,Grocery,134.35,8,2025-03-18 21:12:17.291771,60,No,Debit Card,8.05,988.28
T105976,S5,C478,P164,Personal Care,25.62,4,2023-10-14 14:29:00.450338,75,No,Credit Card,24.21,77.67
T105977,S43,C282,P991,Personal Care,34.21,2,2025-01-04 16:42:00.323853,17,No,Cash,21.87,53.46
T105978,S39,C53,P354,Beverages,148.95,4,2024-03-02 20:52:56.829261,27,Yes,Mobile Wallet,22.79,460.02
T105979,S22,C282,P332,Household,96.24,10,2024-01-11 09:04:38.288146,48,Yes,Debit Card,4.28,921.21
T105980,S21,C332,P845,Electronics,475.83,7,2024-07-27 01:59:22.699679,59,Yes,Mobile Wallet,2.18,3258.2
T105981,S37,C411,P375,Snacks,394.38,2,2025-01-09 00:49:38.031733,63,No,UPI,7.29,731.26
T105982,S15,C416,P551,Grocery,324.47,8,2025-05-04 11:44:22.777908,26,No,Debit Card,14.95,2207.69
T105983,S4,C261,P339,Household,170.7,8,2024-03-19 00:37:39.624593,62,Yes,Mobile Wallet,17.53,1126.21
T105984,S48,C449,P486,Household,401.47,10,2025-06-22 09:53:53.306707,17,No,UPI,7.76,3703.16
T105985,S26,C433,P252,Snacks,476.67,3,2023-11-04 07:22:20.707052,65,Yes,Credit Card,7.33,1325.19
T105986,S43,C238,P518,Beverages,176.85,9,2024-09-30 22:43:47.956498,25,Yes,Cash,2.46,1552.5
T105987,S10,C159,P920,Household,8.4,2,2023-12-13 01:25:03.496772,50,Yes,UPI,21.39,13.21
